GIK.NAME	TIK.NAME	UIK.NAME	MO.NAME	MO.DISTRICT	LAT.ik	LON.ik	LAT.voteroom	LON.voteroom	UIK.NAME.short	TIK	UIK	VOTERS	BALL.RECEIVED	BALL.ISS.UIK.DAYOFVOTE	BALL.ISS.EXTRA	BALL.CANCELLED	BALL.PORTABLE_BOXES	BALL.STATIONARY_BOXES	BALL.INVALID	BALL.VALID	BALL.LOST	BALL.NOT.RECORDED	AMOSOV	BEGLOV	TIKHONOVA
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2157	Балканский	227	59.831957	30.408425	59.831957	30.408425	"УИК №2157"	29	2157	2144	2000	503	9	1488	9	503	12	500	0	0	79	312	109
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2158	Балканский	227	59.831957	30.408425	59.831957	30.408425	"УИК №2158"	29	2158	1901	1500	413	7	1080	7	411	16	402	0	0	66	251	85
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2159	Балканский	227	59.831185	30.40245	59.831185	30.40245	"УИК №2159"	29	2159	2606	2500	686	17	1797	17	686	18	685	0	0	125	460	100
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2160	Балканский	227	59.831185	30.40245	59.831185	30.40245	"УИК №2160"	29	2160	2829	2500	779	24	1697	24	774	22	776	0	0	127	529	120
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2161	Балканский	227	59.831185	30.40245	59.831185	30.40245	"УИК №2161"	29	2161	2818	2500	638	11	1851	11	638	10	639	0	0	103	404	132
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2162	Балканский	228	59.828925	30.411434	59.828925	30.411434	"УИК №2162"	29	2162	2457	2000	690	8	1302	8	685	12	681	0	0	96	469	116
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2163	Балканский	228	59.828925	30.411434	59.828925	30.411434	"УИК №2163"	29	2163	2171	2000	474	7	1519	7	474	10	471	0	0	79	295	97
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2164	Балканский	228	59.828925	30.411434	59.828925	30.411434	"УИК №2164"	29	2164	2324	2000	561	16	1423	16	560	20	556	0	0	101	335	120
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2165	Балканский	228	59.825622	30.403617	59.825622	30.403617	"УИК №2165"	29	2165	2337	2000	591	15	1394	15	591	19	587	0	0	113	371	103
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2166			59.825622	30.403617	59.825622	30.403617	"УИК №2166"	29	2166	2439	2000	604	13	1383	13	602	17	598	0	0	98	371	129
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2167	Балканский	228	59.825622	30.403617	59.825622	30.403617	"УИК №2167"	29	2167	2300	2000	490	8	1502	8	490	18	480	0	0	75	327	78
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2168	Балканский	229	59.833507	30.386481	59.833507	30.386481	"УИК №2168"	29	2168	1662	1500	393	54	1053	54	393	27	420	0	0	57	289	74
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2169	Балканский	229	59.833507	30.386481	59.833507	30.386481	"УИК №2169"	29	2169	1323	1000	815	92	93	92	795	41	846	0	0	76	643	127
