GIK.NAME	TIK.NAME	UIK.NAME	MO.NAME	MO.DISTRICT	LAT.ik	LON.ik	LAT.voteroom	LON.voteroom	UIK.NAME.short	TIK	UIK	VOTERS	BALL.RECEIVED	BALL.ISS.UIK.DAYOFVOTE	BALL.ISS.EXTRA	BALL.CANCELLED	BALL.PORTABLE_BOXES	BALL.STATIONARY_BOXES	BALL.INVALID	BALL.VALID	BALL.LOST	BALL.NOT.RECORDED	AMOSOV	BEGLOV	TIKHONOVA
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1899	Юнтолово	692	60.020056	30.250375	60.020056	30.250375	"УИК №1899"	28	1899	1929	1500	447	10	1043	10	445	12	443	0	0	70	279	94
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1900	Юнтолово	692	60.020056	30.250375	60.020056	30.250375	"УИК №1900"	28	1900	1572	1500	383	3	1114	3	383	9	377	0	0	44	270	63
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1901	Юнтолово	692	60.020056	30.250375	60.020056	30.250375	"УИК №1901"	28	1901	2434	2000	622	2	1376	2	622	11	613	0	0	120	391	102
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1902	Юнтолово	691	60.024772	30.243717	60.024772	30.243717	"УИК №1902"	28	1902	1790	1500	465	4	1031	4	465	10	459	0	0	31	374	54
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1903	Юнтолово	691	60.024772	30.243717	60.024772	30.243717	"УИК №1903"	28	1903	1716	1500	431	6	1063	6	431	14	423	0	0	24	361	38
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1904	Юнтолово	692	60.024772	30.243717	60.024772	30.243717	"УИК №1904"	28	1904	2012	1500	542	6	952	6	542	18	530	0	0	46	438	46
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1905	Юнтолово	693	60.018049	30.24017	60.018049	30.24017	"УИК №1905"	28	1905	1975	1500	506	3	991	3	506	22	487	0	0	84	324	79
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1906	Юнтолово	693	60.018049	30.24017	60.018049	30.24017	"УИК №1906"	28	1906	1782	1500	439	6	1055	6	439	10	435	0	0	65	300	70
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1907	Юнтолово	693	60.018049	30.24017	60.018049	30.24017	"УИК №1907"	28	1907	1764	1500	413	8	1079	8	413	18	403	0	0	52	299	52
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1908	Юнтолово	692	60.019042	30.239449	60.02046	30.240061	"УИК №1908"	28	1908	2097	2000	518	11	1471	11	518	6	523	0	0	131	282	110
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1909	Юнтолово	693	60.019042	30.239449	60.02046	30.240061	"УИК №1909"	28	1909	2249	2000	557	2	1441	2	554	6	550	0	0	95	340	115
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1910	Юнтолово	694	60.016988	30.236992	60.016988	30.236992	"УИК №1910"	28	1910	2015	1500	570	8	920	8	568	13	563	2	0	100	336	127
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1911	Юнтолово	694	60.016988	30.236992	60.016988	30.236992	"УИК №1911"	28	1911	2219	2000	545	13	1442	13	545	23	535	0	0	109	321	105
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1912	Юнтолово	694	60.016988	30.236992	60.016988	30.236992	"УИК №1912"	28	1912	2058	1500	516	6	978	6	516	9	513	0	0	83	324	106
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1913	Юнтолово	693	60.021699	30.235938	60.021699	30.235938	"УИК №1913"	28	1913	2441	2000	629	6	1365	6	628	6	628	0	0	89	435	104
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1914	Юнтолово	693	60.021699	30.235938	60.021699	30.235938	"УИК №1914"	28	1914	2619	2000	699	11	1290	11	697	15	693	0	0	93	439	161
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1915	Юнтолово	694	60.021006	30.231967	60.021006	30.231967	"УИК №1915"	28	1915	2140	2000	567	12	1421	12	555	15	552	0	0	68	414	70
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1916	Юнтолово	694	60.021006	30.231967	60.021006	30.231967	"УИК №1916"	28	1916	2130	2000	558	52	1390	52	558	17	593	0	0	89	391	113
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1917	Юнтолово	694	60.021006	30.231967	60.021006	30.231967	"УИК №1917"	28	1917	2345	2000	556	7	1437	7	556	10	553	0	0	92	376	85
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1918	Юнтолово	695	60.026261	30.215335	60.026261	30.215335	"УИК №1918"	28	1918	2225	2000	536	5	1459	5	536	10	531	0	0	104	329	98
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1919	Юнтолово	695	60.025084	30.218859	60.025084	30.218859	"УИК №1919"	28	1919	2152	2000	592	6	1402	6	592	10	588	0	0	66	443	79
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1920	Юнтолово	695	60.025084	30.218859	60.026261	30.218859	"УИК №1920"	28	1920	1986	2000	536	6	1458	6	536	7	535	0	0	105	327	103
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1921	Юнтолово	692	60.025084	30.218859	60.025084	30.218859	"УИК №1921"	28	1921	1187	1000	348	4	648	4	348	6	346	0	0	93	178	75
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1922	Юнтолово	695	60.026261	30.215335	60.026261	30.215335	"УИК №1922"	28	1922	2233	2000	563	2	1435	2	563	11	554	0	0	113	361	80
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1923	Юнтолово	695	60.028625	30.229646	60.028625	30.229646	"УИК №1923"	28	1923	2550	2000	592	8	1400	8	592	12	588	0	0	124	325	139
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1924	Юнтолово	695	60.028625	30.229646	60.028625	30.229646	"УИК №1924"	28	1924	2256	2000	666	9	1325	9	666	13	662	0	0	60	542	60
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"		МЦ Алмазова	временный					"УИК №1925"	28	1925	316	400	242	48	110	48	242	6	284	0	0	41	190	53
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"		Псих. Больн.	временный					"УИК №1926"	28	1926	800	800	651	130	19	130	651	28	753	0	0	76	525	152
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1927	Коломяги	206	60.016795	30.295961	60.016795	30.295961	"УИК №1927"	28	1927	2726	2000	708	12	1280	12	708	17	703	0	0	170	367	166
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1928	Коломяги	208	60.039083	30.299092	60.039083	30.299092	"УИК №1928"	28	1928	2626	2000	563	14	1423	14	555	13	556	0	0	135	280	141
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1929	Коломяги	208	60.031634	30.236637	60.031634	30.236637	"УИК №1929"	28	1929	2931	2500	593	2	1905	2	593	15	580	0	0	143	251	186
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1930	Коломяги	206	60.026487	30.288326	60.026487	30.288326	"УИК №1930"	28	1930	2638	2000	664	11	1325	11	664	22	653	0	0	121	387	145
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1931	Коломяги	206	60.026487	30.288326	60.026487	30.288326	"УИК №1931"	28	1931	2550	2000	608	1	1391	1	607	12	596	0	0	130	322	144
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1932	Коломяги	206	60.026487	30.288326	60.026487	30.288326	"УИК №1932"	28	1932	2690	2000	676	2	1322	2	674	10	666	0	0	100	436	130
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1933	Коломяги	207	60.026487	30.288326	60.026487	30.288326	"УИК №1933"	28	1933	1393	1000	386	5	609	5	385	9	381	0	0	82	228	71
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1934	Коломяги	208	60.027152	30.290809	60.027152	30.290809	"УИК №1934"	28	1934	1676	1500	456	1	1043	1	453	9	445	0	0	119	208	118
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1935	Коломяги	207	60.027152	30.290809	60.027152	30.290809	"УИК №1935"	28	1935	1502	1500	346	2	1152	2	346	5	343	0	0	56	211	76
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1936	Коломяги	207	60.027152	30.290809	60.027152	30.290809	"УИК №1936"	28	1936	1692	1500	388	0	1112	0	386	8	378	0	0	94	212	72
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1937	Коломяги	207	60.026905	30.298656	60.026905	30.298656	"УИК №1937"	28	1937	2214	2000	637	8	1355	8	637	18	627	0	0	143	337	147
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1938	Коломяги	208	60.026905	30.298656	60.026905	30.298656	"УИК №1938"	28	1938	2464	2000	661	5	1334	5	660	8	657	0	0	36	591	30
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1939	Коломяги	207	60.026905	30.298656	60.026905	30.298656	"УИК №1939"	28	1939	1844	1500	523	4	973	4	523	18	509	0	0	31	429	49
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1940	Коломяги	207	60.026905	30.298656	60.026905	30.298656	"УИК №1940"	28	1940	2420	2000	691	4	1305	4	691	16	679	0	0	128	385	166
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1941	Коломяги	206	60.020609	30.302051	60.020609	30.302051	"УИК №1941"	28	1941	398	400	278	72	50	72	277	28	321	0	0	39	252	30
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1942	Коломяги	209	60.028582	30.229689	60.029977	30.230459	"УИК №1942"	28	1942	2853	2500	813	0	1687	0	810	7	803	0	0	124	488	191
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1943	Коломяги	209	60.028582	30.229689	60.029977	30.230459	"УИК №1943"	28	1943	2659	2000	534	1	1465	1	534	11	524	0	0	101	237	186
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1944	Коломяги	209	60.028582	30.229689	60.028582	30.229689	"УИК №1944"	28	1944	2635	2000	488	8	1504	8	488	8	488	0	0	111	220	157
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1945	Коломяги	209	60.028582	30.229689	60.029977	30.230459	"УИК №1945"	28	1945	2547	2000	456	3	1541	3	456	6	453	0	0	17	377	59
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"	Участковая избирательная комиссия №1946	Коломяги	208	60.036218	30.25277	60.036218	30.25277	"УИК №1946"	28	1946	3053	2000	762	3	1235	3	762	22	743	0	0	180	289	274
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"		СНТ Антракт						"УИК №2334"	28	2334	204	250	109	62	79	62	109	2	169	0	0	29	126	14
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"		СНТ Ский						"УИК №2335"	28	2335	235	300	156	1	143	1	156	4	153	0	0	22	107	24
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"		СНТ Актер						"УИК №2336"	28	2336	279	350	209	4	137	4	209	2	211	0	0	34	157	20
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"		СНТ Луговое						"УИК №2337"	28	2337	76	150	58	0	92	0	58	0	58	0	0	11	37	10
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"		СНТ Чайко						"УИК №2338"	28	2338	142	200	142	0	58	0	141	5	136	0	0	15	107	14
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"		СНТ Парнас						"УИК №2339"	28	2339	187	250	147	0	103	0	147	1	146	0	0	15	116	15
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"		СНТ Домостроитель						"УИК №2340"	28	2340	210	250	158	5	87	5	158	5	158	0	0	14	120	24
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №28"		СНТ Карелия Акад.						"УИК №2341"	28	2341	62	100	55	0	45	0	55	1	54	0	0	12	36	6
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"								"УИК №1862"	29	1862	211	500	209	0	291	0	209	5	204	0	0	18	156	30
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2104	Георгиевский	220	59.850822	30.38005	59.850822	30.38005	"УИК №2104"	29	2104	1262	1000	281	9	710	9	281	11	279	0	0	32	202	45
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2105	Георгиевский	220	59.855475	30.389561	59.855475	30.389561	"УИК №2105"	29	2105	2324	2000	556	51	1393	51	556	16	591	0	0	109	359	123
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2106	Георгиевский	220	59.855475	30.389561	59.855475	30.389561	"УИК №2106"	29	2106	2231	2000	559	38	1403	38	559	13	584	0	0	107	363	114
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2107	Георгиевский	220	59.850822	30.38005	59.850822	30.38005	"УИК №2107"	29	2107	2013	2000	456	13	1531	13	456	12	457	0	0	64	321	72
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2108	Георгиевский	220	59.852205	30.388909	59.852205	30.388909	"УИК №2108"	29	2108	2077	2000	478	122	1400	122	478	9	591	0	0	76	421	94
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2109	Георгиевский	220	59.852205	30.388909	59.852205	30.388909	"УИК №2109"	29	2109	2108	2000	562	35	1403	35	562	17	580	0	0	97	376	107
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2110	Георгиевский	220	59.852205	30.388909	59.852205	30.388909	"УИК №2110"	29	2110	2106	2000	674	123	1203	123	660	38	745	0	0	78	510	157
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2111	Георгиевский	220	59.852205	30.388909	59.852205	30.388909	"УИК №2111"	29	2111	2238	2000	695	100	1205	100	680	24	756	0	0	98	513	145
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2112	Георгиевский	221	59.850186	30.371781	59.850186	30.371781	"УИК №2112"	29	2112	2309	2000	473	30	1497	30	471	3	498	0	0	71	358	69
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2113	Георгиевский	221	59.850822	30.38005	59.850822	30.38005	"УИК №2113"	29	2113	2653	2500	572	13	1915	13	559	25	547	0	0	90	346	111
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2114	Георгиевский	221	59.850186	30.371781	59.850186	30.371781	"УИК №2114"	29	2114	2615	2500	605	13	1882	13	605	12	606	0	0	135	363	108
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2115	Георгиевский	221	59.849192	30.377898	59.849192	30.377898	"УИК №2115"	29	2115	2445	2000	757	141	1102	141	747	36	852	0	0	72	597	183
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2116	Георгиевский	221	59.849192	30.377898	59.849192	30.377898	"УИК №2116"	29	2116	2495	2500	645	58	1797	58	632	41	649	0	0	70	497	82
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2117	Георгиевский	221	59.849192	30.377898	59.849192	30.377898	"УИК №2117"	29	2117	2561	2500	791	114	1595	114	783	38	859	0	0	75	704	80
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2118	Георгиевский	221	59.844985	30.385281	59.844985	30.385281	"УИК №2118"	29	2118	1972	2000	537	130	1333	130	526	47	609	0	0	66	409	134
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2119	Георгиевский	222	59.841183	30.379304	59.841183	30.379304	"УИК №2119"	29	2119	2448	2000	560	105	1335	95	557	18	634	0	0	86	450	98
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2120	Георгиевский	222	59.841183	30.379304	59.841183	30.379304	"УИК №2120"	29	2120	2238	2000	710	125	1165	125	696	37	784	0	0	100	543	141
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2121	Георгиевский	222	59.844985	30.385281	59.844985	30.385281	"УИК №2121"	29	2121	1877	1500	392	46	1062	46	392	9	429	0	0	68	285	76
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2122	Георгиевский	222	59.844985	30.385281	59.844985	30.385281	"УИК №2122"	29	2122	2466	2500	753	130	1617	130	740	32	838	0	0	97	571	170
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2123	Георгиевский	222	59.846906	30.39328	59.846906	30.39328	"УИК №2123"	29	2123	2438	2000	872	13	1115	13	861	36	838	0	0	123	570	145
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2124	Георгиевский	222	59.846906	30.39328	59.846906	30.39328	"УИК №2124"	29	2124	2619	2500	757	121	1622	121	745	27	839	0	0	73	572	194
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2125	Георгиевский	222	59.846906	30.39328	59.846906	30.39328	"УИК №2125"	29	2125	1590	1500	477	86	937	86	463	8	541	0	0	66	373	102
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2126	Георгиевский	223	59.837902	30.381626	59.837902	30.381626	"УИК №2126"	29	2126	2038	2000	586	87	1327	87	581	33	635	0	0	63	457	115
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2127	Георгиевский	223	59.840135	30.391274	59.840135	30.391274	"УИК №2127"	29	2127	1850	1500	434	105	961	105	429	20	514	0	0	39	425	50
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2128	Георгиевский	223	59.840135	30.391274	59.840135	30.391274	"УИК №2128"	29	2128	2188	2000	641	138	1221	138	633	43	728	0	0	65	611	52
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2129	Георгиевский	223	59.841088	30.399286	59.841088	30.399286	"УИК №2129"	29	2129	1899	1500	465	112	923	112	460	12	560	0	0	85	390	85
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2130	Георгиевский	223	59.841088	30.399286	59.841088	30.399286	"УИК №2130"	29	2130	1700	1500	503	116	881	116	495	29	582	0	0	62	412	108
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2131	Георгиевский	223	59.837902	30.381626	59.837902	30.381626	"УИК №2131"	29	2131	2268	2000	731	134	1135	134	724	30	828	0	0	107	591	130
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2132	Георгиевский	223	59.837902	30.381626	59.837902	30.381626	"УИК №2132"	29	2132	2265	2000	757	110	1133	110	745	35	820	0	0	69	576	175
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2133	Георгиевский	223	59.841088	30.399286	59.841088	30.399286	"УИК №2133"	29	2133	2266	2000	699	140	1161	140	693	40	793	0	0	67	622	104
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2134	МО 75	224	59.849088	30.411912	59.849088	30.411912	"УИК №2134"	29	2134	2067	2000	419	106	1475	106	419	10	515	0	0	75	340	100
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2135	МО 75	224	59.849088	30.411912	59.849088	30.411912	"УИК №2135"	29	2135	2670	2500	647	159	1694	155	647	23	779	0	0	140	495	144
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2136	МО 75	224	59.849088	30.411912	59.849088	30.411912	"УИК №2136"	29	2136	2843	2500	881	133	1486	132	881	91	922	0	0	175	565	182
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2137	МО 75	224	59.849088	30.411912	59.849088	30.411912	"УИК №2137"	29	2137	2381	2000	772	68	1160	68	755	10	813	0	0	85	641	87
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2138	МО 75	224	59.847871	30.412577	59.847871	30.412577	"УИК №2138"	29	2138	2255	2000	577	155	1268	155	559	12	702	0	0	85	523	94
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2139	МО 75	224	59.847871	30.412577	59.847871	30.412577	"УИК №2139"	29	2139	2467	2500	759	101	1640	101	737	20	818	0	0	82	543	193
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2140	МО 75	225	59.840737	30.419424	59.840737	30.419424	"УИК №2140"	29	2140	2551	2500	841	104	1555	104	818	34	888	0	0	132	588	168
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2141	МО 75	224	59.840737	30.419424	59.840737	30.419424	"УИК №2141"	29	2141	1579	1500	484	79	937	79	413	11	481	0	0	62	342	77
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2142	МО 75	224	59.840737	30.419424	59.840737	30.419424	"УИК №2142"	29	2142	2364	2000	860	7	1133	7	843	26	824	0	0	101	536	187
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2143	МО 75	225	59.836894	30.42312	59.836894	30.42312	"УИК №2143"	29	2143	2428	2000	733	139	1128	139	711	39	811	0	0	79	529	203
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2144	МО 75	225	59.836894	30.42312	59.836894	30.42312	"УИК №2144"	29	2144	2183	2000	607	169	1224	169	586	37	718	0	0	108	451	159
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2145	МО 75	225	59.836894	30.42312	59.836894	30.42312	"УИК №2145"	29	2145	2083	2000	529	155	1316	155	510	34	631	0	0	92	411	128
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2146	МО 75	225	59.832607	30.427044	59.832607	30.427044	"УИК №2146"	29	2146	2312	2000	607	150	1243	150	595	29	716	0	0	76	473	167
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2147	МО 75	225	59.832607	30.427044	59.832607	30.427044	"УИК №2147"	29	2147	2329	2000	654	156	1190	156	637	33	760	0	0	93	480	187
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2148	МО 75	225	59.831169	30.42851	59.831169	30.42851	"УИК №2148"	29	2148	2056	2000	624	155	1221	155	608	27	736	0	0	73	479	184
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2149	МО 75	225	59.831169	30.42851	59.831169	30.42851	"УИК №2149"	29	2149	2022	2000	542	158	1300	158	527	33	652	0	0	97	417	138
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2150	Балканский	226	59.838529	30.401814	59.838529	30.401814	"УИК №2150"	29	2150	2688	2500	855	17	1628	17	852	32	837	0	0	67	700	70
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2151	Балканский	226	59.838529	30.401814	59.838529	30.401814	"УИК №2151"	29	2151	2391	2000	698	8	1294	8	698	15	691	0	0	56	555	80
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2152	Балканский	226	59.835609	30.396776	59.835609	30.396776	"УИК №2152"	29	2152	2070	2000	517	6	1477	6	517	18	505	0	0	69	344	92
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2153	Балканский	226	59.835609	30.396776	59.835609	30.396776	"УИК №2153"	29	2153	1850	1500	443	13	1044	13	443	11	445	0	0	38	365	42
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2154	Балканский	226	59.835609	30.396776	59.835609	30.396776	"УИК №2154"	29	2154	1859	1500	387	8	1105	8	386	7	387	0	0	79	245	63
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2155	Балканский	226	59.833507	30.386481	59.833507	30.386481	"УИК №2155"	29	2155	2645	2500	547	12	1941	12	547	11	548	0	0	109	349	90
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №29"	Участковая избирательная комиссия №2156	Балканский	227	59.831957	30.408425	59.831957	30.408425	"УИК №2156"	29	2156	2172	2000	508	11	1481	11	507	17	501	0	0	78	322	101
